ACN,source,matched_searches,Date,Aircraft_fields,Component_fields,Person_fields,Events_fields,Assessments_fields,Narrative,Synopsis,review_flag
1072461,ASRS Database Online custom search,shift_change,201303,Operator: Air Carrier | Make/Model: Embraer Jet Undifferentiated or Other Model,Component: Aileron Trim System | Problem: Malfunctioning,Function: Technician  | Human Factors: Communication Breakdown; Distraction; Situational Awareness; Training / Qualification; Time Pressure ,,Contributing Factors: Aircraft; Human Factors | Primary Problem: Human Factors,March 2013; an Embraer aircraft was released for a Functional Check Flight (FCF) flight where they found the ailerons stiff and about thirty minutes into the flight they were unable to engage the Aileron Trim System the FCF was canceled and returned to ZZZ. Whereupon further investigation it was found that the flight deck Aileron Control Cables were over tensioned. I [had] started the Aileron Cable Rigging Task on [approximately] eight days earlier at around XA:00am. I checked the rig pins to make sure they were all installed and checked the temperature in the aircraft near the control cable as per Aircraft Maintenance Manual (AMM) 27-11-01. I compared the temperature; it was 71-degrees; to the Cable Load Chart which was 94-lbf (pounds foot); plus or minus five pounds (lbs) for the Hand-wheel [Control Wheel] and 112-lbf; plus or minus five pounds for the Wing and Fuselage cables. With the GSE-074 Tensiometer; I checked the tension on all the aileron cables and found them all to be out of limits. At that time I proceeded to adjust the cables in the Flight deck area to the 94-lbs plus or minus 5lbs; as listed on the chart; then I moved on to the wings and fuselage areas and adjusted them to 112-lbs plus or minus 5lbs.By the time I got the wings and fuselage [cables] ready to run them through; the temperature had dropped due to the hangar doors being opened up. So I unpinned the cables and ran the controls through ten times and repined the cables and rechecked the chart for the new temperature and found them to be out of limits again. I noticed when I was rechecking the cables that the cables were not setting in the Tensiometer like they should be; so after a closer look at the Tensiometer I found the body was coming apart and the cable was sliding behind the risers. So I tagged the Tensiometer (Out of Service) and turned it in to Parts and picked up a smaller one for doing the flight deck cables; which was an alternate [tensiometer] as called out in Engineering Notice-27-121 Revision-1. I also got the Tensiometer from the hangar tool box that was a GSE-074 for the wings and fuselage. I checked the chart in the smaller tensiometer box to see what riser to use with the cables I was measuring. One cable was a 3/32' [of an inch] and needed a Number 1 and one was a 5/32' and it needed a Number 2-C riser. I then proceeded to check the tension again in the flight deck but was told to stop due to a Brake Check that needed to be accomplished for troubleshooting and Avionics' work that needed to be completed. So I stopped work in the flight deck and proceeded to the wings and fuselage areas where the temperature had raised again; so I had to recheck the cable chart again for the right load. During the adjustment I noticed the load kept changing by as much as 20-30-lbs with only 1/2 of a twist of the [cable] turnbuckle. I started looking up and down the cables and found one of the Sheetmetal people was sitting between the [Cabin] seat tracks working and had his feet resting on the aileron cables. So I told him to put his feet somewhere else [because they] were giving me high [tension] readings. By that time it was shift change so I proceeded to gather up my stuff and documented what I had completed and went home.When I returned the next day I picked up where I left off. I started off [by] running the Flight Control cables through the full range of movement and then repined the cables. I proceeded to check the temperature and check the charts for the proper load. The temperature had dropped so I had to re-due everything from the day before and start over. I adjusted the cables in the flight deck area; [and] then the wings and fuselage; then I pulled the rig pins and ran the aileron cables through; rechecked all the cables and had at least one cable per sector bad. Again I checked the temperature; readjusted the cable tension; ran the aileron cables through the range of movement and found them to be out of range. With all the work going on in the aircraft my Lead Mechanic noticed I was getting frustrated so he had me explain what the problem was and where I was in the task; so I could turn it over to someone else. When the plane flew [approximately] eight days later; it had aileron problems. Ailerons would not operate correctly. The next day I came to work and saw the aileron cable access panels were open and found out what had happened. I talked to some of the mechanics; I found that I used the right tools and chart to start with; but when I used the alternate tensiometer I did not cross reference the load in the AMM to the chart that was in the tensiometer box; which caused me to overload the flight deck cables. [Recommend] finding a Tensiometer that is usable for all the aircraft cables and will fit in the area of the flight deck; this should minimize the chance of misreading the load limits of the cables.,An Aircraft Maintenance Technician (AMT) was informed that an Embraer aircraft was unable to engage the Aileron Trim System during a flight test after he had accomplished an Aileron Control Cable rigging Task Card.,
1073895,ASRS Database Online custom search,turnover,201303,Operator: Air Carrier | Make/Model: Q400,Component: Oil Cooler | Problem: Malfunctioning,Function: Technician  | Human Factors: Situational Awareness; Communication Breakdown; Time Pressure ,,Contributing Factors: Aircraft; Human Factors | Primary Problem: Human Factors,On a March 2013 morning; Mechanic Y and I; as Mechanic X; took a turnover from graveshift mechanics on the replacement of the #2 Engine Oil Cooler shroud. The installation was done; only remaining steps were to apply firewall sealant and close engine cowling and do Operational and Leak Checks. The cooler was only removed to Facilitate Maintenance; same Serial Number cooler re-installed. We read the task for Oil Cooler Installation; and printed it off along with the task for Engine Leak Check. (Paragraph-5D); not realizing we had failed to notice the Task for Oil Pressure Check and adjustment (Paragraph-5E). I thought we had put the task copies on the aircraft before we pulled out of the hangar; and didn't realize we didn't have them onboard until we were running the engines. In the interest of time; we decided that it was a standard leak check and proceeded with the runs; warming the oil. We had several other checks to do. From reading the Task earlier; I incorrectly remembered the oil temperature (temp) called for in the task as being 60 degrees. As I recall; we achieved an oil temp in the low to mid 60's. We missed the part about the 80% NH. We monitored oil pressure being in the normal range as part of standard run procedures. After shutdown; Mechanic Y performed a Leak Check of the cooler; with no leaks noted; then he signed-off the Non-Routine [Write-up/ Task Card] while I cleaned our mess in the hangar. In-flight enroute; the pilot reported oil pressure fluctuations; then a steady decline in oil pressure along with oil pressure caution light. The engine was not shutdown; and the flight diverted. On-call Maintenance reported large quantities of oil on cowling and no oil showing in quantity sight gauge or dipstick. The event occurred because an O-ring was cut on installation of the inboard oil cooler line at the oil cooler. The cooler shroud has sharp edges. The leak did not happen until the aircraft was in-flight; approximately 25-minutes from [my divert airport] is my understanding. I and a fellow Mechanic were sent to [my divert airport] to investigate what happened. We began engine removal and when the suspect line was removed; it was noted that the oil O-ring had a slice out of the outer edge. Me and Mechanic Y; (who was also in [my divert airport] for the engine replacement); were notified by a Supervisor that the Flight Data Recorder (FDR) and or Engine Monitoring Unit (EMU) download showed that we had missed a step. We then reviewed the associated task involved and realized the mistakes that had been made. We should have taken the time to shutdown the engines and get the printed task; complacency.,A Line Mechanic reported a damaged O-Ring seal for an Air/Oil Cooler line on #2 Engine had caused an inflight diversion of a company Q-400 aircraft; due to a steady loss of oil pressure and oil quantity.,
1079952,ASRS Database Online custom search,turnover,201303,Operator: Air Carrier | Make/Model: B777-200,Component: Microphone | Problem: Malfunctioning,Function: Technician  | Human Factors: Confusion; Situational Awareness; Communication Breakdown ,,Contributing Factors: Aircraft; Human Factors; Incorrect / Not Installed / Unavailable Part; Chart Or Publication | Primary Problem: Human Factors,I was assigned to work an Engineering Order on a B777-200 aircraft. The Job Card was mostly completed when I was asked to pick up on the work turnover that was already in progress. I started at Step 10; A;(7). When I arrived at the aircraft; the [flight crew] Oxygen (O2) stowage box was already installed with a completed Leak Check. The stowage boxes were already installed but not signed for; so I checked to make sure that all the fasteners were tight. From what I have been told all four O2 Mask microphones were not connected to the back side of the stowage box. There were several people that had been working on this Job Card over several shifts and I was tasked to complete an already started job. Turnovers from [Maintenance] crew to [Maintenance] crew need great improvement and the Avionic's Department needs more Operational Checks prior to release of the aircraft. Airworthiness Directive.,An Aircraft Maintenance Technician (AMT) was informed that all four flight crew Oxygen (O2) mask microphones on a B777-200 aircraft were found not connected to the back side of their stowage boxes. Lack of adequate Maintenance turnover communications between shifts and the need for more Avionics's Operational Checks prior to aircraft release were noted.,
1088834,ASRS Database Online custom search,turnover,201304,Operator: Air Carrier | Make/Model: B767-300 and 300 ER,Component: Leading Edge Slat | Problem: ,Function: Technician  | Human Factors: Confusion; Situational Awareness; Time Pressure; Training / Qualification; Workload; Communication Breakdown ,,Contributing Factors: Staffing; Company Policy; Environment - Non Weather Related; Human Factors; Logbook Entry | Primary Problem: Human Factors,Late afternoon; I; as a Maintenance Inspector; was assigned to perform the RII Inspection portion of the Number 8 Slat installation on a B767-300 aircraft. The unserviceable slat had been removed from the aircraft and the replacement had just arrived and [was] delivered shipside [to aircraft]. Upon arriving at the hangar; I found the slat shipping crate open and a valid [FAA]-8130 Parts Tag installed. I verified Part Numbers (P/N) and Serial Numbers (S/N) and then crossed the Manufacturer's Part Number (MPN) in the Illustrated Parts Catalog (IPC) to ensure proper 'Effectivity'. The maintenance crew; under the guidance of a field trip Lead Mechanic was in the process of transferring components between the slats. I initiated an inspection of the replacement slat in the crate for FOD and Serviceability. During this inspection; using a mirror and flashlight; I found an aircraft damage sticker and a dent immediately adjacent. The damage was to the inboard leading edge lip but was not obvious in the crate due to the slat being packed inverted. I stopped the inspection and asked Line Maintenance Supervision to track the part history. The prior aircraft was identified (can't remember aircraft number) and I began investigating that aircraft's damage history. The damage sticker was not associated with that slat; or wing [nor] subsequent research of that aircraft's entire damage history database. I turned my efforts to locating the damage limits in the Structural Repair Manual (SRM) and determined that the damage was out of limits. Line Maintenance was notified and the installation procedures halted. A maintenance team was assembled to deal with the issue. I returned to the Quality Control (QC) Inspection Shop at [another] hangar and prepared the High Frequency Eddy Current (HFEC) equipment for B767 Aluminum Surface Inspection as a precaution. At approximately XA:15am; with only 15-minutes remaining on my scheduled shift I returned shipside and accomplished an HFEC Inspection on the dressed portion of the slat with no cracks indications. At this point; I was uncertain if the replacement slat had any other issues that could prevent installation. I am also unaware of any procedures to document maintenance on a component that is not associated with an aircraft. My shift ended and I went home. Day Shift; same day; the QC Manager made the decision to transcribe all open items to the Aircraft's logbook and to accomplish an XX entry for the B-Check Maintenance Work completion (similar to the Special Permit Maintenance Ferry format). An additional logbook write-up was generated requiring a B-Check Aircraft Release. An envelope labeled 'Out of Service' (OTS) with Maintenance Non-Routine write-ups was created against the aircraft to deal with the slat replacement. For Line Maintenance; a decision was made to continue with the slat installation and work was completed on shift. Sometime during the course of his shift; Line Maintenance Supervisor X valiantly took the initiative and attempted to document the off-wing maintenance of the replacement slat. Per the General Procedures Manual (GPM) 09.XX.YY; Paragraph-G; he generated a logbook write-up addressing the technical aspects of damage; rework; HFEC and damage entries. In the 'Action Taken' portion he did omit the names and numbers of persons involved in the maintenance and my information for the HFEC Inspection. With no Afternoon QC shift; we tackled the Night Shift workload that night without a turnover. Aircraft X was assumed completed and in service. Early next morning; our crew had just finished work on a B777 Blade Lube Inspection and was preparing to break for lunch. I was contacted by Line Maintenance Night Shift Manager X to review and release Aircraft X. The Widebody B-Check Release requires a QC Supervisor/Inspector holding proper Aircraft Release qualifications. I worked thru what was supposed to be my lunch period investigating GPM requirements and guidelines for the maintenance work completion review and aircraft release. Shortly afterward; I reported to the hangar and began the task. I felt the earlier QC decisions did not alleviate me of responsibility; so I accomplished a review of all ten B-Check package envelopes plus the 11th OTS package. My failure to complete the task before shift's end could mean Aircraft X would not be released until the next aircraft release qualified person reported for duty 14+ hours later. Well after XA:00am; I worked the OTS portion of the package and the aircraft logbook. My major focus was on RII qualifications; compliance; technical references and an unbroken sequence of installation. Although the GPM is clear about RII and Confirmation Checks I don't recall a reference relating to the verification of other qualifications (NDT; Borescope; etc.). With the Line Maintenance Day Shift Manager hovering; I released the aircraft and pulled the logbook copy sheets. I returned to my work area at [the other] hangar and left work. I failed to notice the issue with Line Maintenance Supervisor X's entry; especially as it pertained to work with which I was associated. This was my first aircraft release. In my opinion; this event is a culmination of several errors across departments that eventually snowballed into the current situation. I personally had the ability to rectify the situation; but failed to identify the error. This issue started with the failure of the checks and balances in the Overhaul Shop. Something as seemingly obvious as a damage sticker and dent were overlooked when the FAA-8130 Parts Tag was issued. Locally; we allowed the delay in obtaining a replacement part to influence what should have been a 'best practice' decision. There has also been a growing insistence on critical task initiation at shift's end. The remaining work window must allow for task completion; documentation and turnover. This was definitely the case with the end of shift HFEC [Inspection] that previous morning and the Aircraft's release the following morning. In Aircraft X's situation; preliminary repairs were performed at shifts end; but part disposition was still in question. That issue leads to questions regarding maintenance documentation. Where should maintenance on components with no aircraft association [be] documented? I feel that Line Maintenance Supervisor X's effort to correct the oversight was valiant but fell a little short. The Mechanic who performed repairs and my information should have been a part of the entry. But his entry would have been totally inaccurate had the replacement slat been refused and returned to Overhaul. We cannot install an unairworthy component; yet we couldn't document the slat against the aircraft until the part is installed. The overwhelming majority of ZZZ Inspectors have NEVER released an aircraft. This aircraft was my first and like driving a car for the first time; was a bit overwhelming. I feel I failed to catch and rectify the paperwork issue. Our local QC Management's decision to close out the B-Check Maintenance Work package and the associated envelopes and [then] issue an OTS package is not standard procedure and further complicated my review and [Aircraft] Release. Finally; the week prior to this incident; I failed to complete paperwork on a B767 requiring a Special Permit Maintenance Ferry prior to shifts end. This resulted in me being unfairly singled out and criticized by the Line Maintenance Day Shift Manager while in attendance at the Manager's turnover meeting. To prevent future occurrences I would recommend revising the GPM to address off-wing [component/parts] maintenance issues. I also strongly believe in the benefits of properly training personnel which is especially critical with regards to new and complex tasks. Careful consideration should be given to the assignment of tasks near end of shift. Reinforcing the idea that paperwork is as important as the task itself. Multi department (Stores/QC/Line Maintenance) linesof communication need to be established and use. Finally; the aircraft releases and maintenance work completion reviews should be treated like RII's and Confirmation Checks with an independent third party better poised to catch errors.,An Aircraft Maintenance Technician performing RII inspections describes his efforts to release a B767-300 aircraft after a B-Check and a damaged slat replacement. He failed to note a logbook entry by a Line Maintenance Supervisor that did not include his High Frequency Eddy Current (HFEC) inspection.,
1105726,ASRS Database Online custom search,turnover,201305,Operator: FBO | Make/Model: Gulfstream G650,Component: Aileron Control System | Problem: ,Function: Inspector  | Human Factors: Communication Breakdown; Confusion; Distraction; Training / Qualification; Time Pressure; Situational Awareness ,,Contributing Factors: Company Policy; Human Factors; Procedure | Primary Problem: Human Factors,I am a Second Shift Quality Control (QC) Inspector at a Manufacturer's Part 145 Repair Station. Copilot's flight control cable needed tension adjusted after pilot squawk earlier in the day. Company decided to do this shortly before the Second Shift ended due to early A.M. flight. Aircraft Manager hurried Maintenance and Inspection personnel to get this accomplished. Flight control cables rigged per Aircraft Maintenance Manual (AMM) and main access area between crew seats under cockpit floor was inspected for FOD and rig pin removal. I gave 'OK to Close' to the Maintenance personnel for the affected area. Aircraft flight next day was uneventful; but Customer of this new aircraft wanted crew seats changed out. It was discovered while removing crew seats that adjacent inspection panels to center under floor panel were not secured but had been covered up by the cockpit carpet. Also discovered that the control rod attach point cotter pin was not properly secured. This was not clearly visible to me when I looked under the floor and gave the 'OK' to 'Close.' Furthermore it was weeks later that I actually found out about this control rod and cotter pin issue.At the time of the Cable Tension Check; I was not made aware of the control rod having been removed; nor those other inspection panels being opened. Improper First Shift turnover accountability and lack of proper training to ensure all cotter pins are properly secured on both pilot and copilot control modules. Recommended to FAA that the Aircraft Manufacturer make a form for inspectors to use as a checklist for these cotter pins. Also recommended to FAA that the Aircraft Manufacturer and it's Partner not have such a hurried corporate culture for this new aircraft; as everyone feels pressured to get work done fast. Company Repair Station did in-house Safety Management System (SMS) safety investigation and subsequent voluntary disclosure to FAA who has asked those involved to submit a letter of their own actions. Not aware of any personal violations at this time; but FAA is continuing to investigate this matter with personnel involved. I thought it prudent to file this report to benefit others of the importance of a proper Shift Turnover Record and not to hurry the work scope regardless of any corporate pressure.,An Aircraft Inspector reports about contributing causes for not seeing an incomplete installation of a cotter pin at an interconnect control rod attachment to a Co-Pilot's Flight Control Module (FCM) on a Gulfstream G-650 aircraft. Incomplete information of aircraft status during Shift Turnovers and a 'hurried corporate culture' were also noted.,
1109955,ASRS Database Online custom search,turnover,201307,Operator: Air Carrier | Make/Model: Dash 8-400,Component: Weather Radar | Problem: ,Function: Technician  | Human Factors: Situational Awareness; Communication Breakdown ,,Contributing Factors: Manuals; Aircraft; Human Factors; Procedure | Primary Problem: Manuals,Previous Station did not install the Weather Radar; only the Transeiver and we should [have] caught it on the install of the commercial radio avionics coupler; we were waiting on parts to arrive to fix the aircraft. The parts were scheduled to arrive 15 minutes before the flight was scheduled to depart. They were supposed to arrive earlier but the flight it was coming on kept getting delayed. [Mechanic Y]; the Mechanic who was going to replace the [avionics] coupler was a Swing-shift Mechanic and it was starting to encroach the end of his shift. I told Maintenance Control that the plane would not be ready for its flight and they should swap it with our Routine Overnight (RON) [aircraft] that we were scheduled to do a Line Check on. The [Maintenance] crew was already wrapping up the Line check and that plane would be ready sooner than this one. The part finally arrived along with some other robbed [cannibalized] parts that needed to be installed as well. I went out to the plane to help and see where the Mechanic was at. He had installed the Timer/Monitoring Unit (TMU) and was working on the avionics coupler. I closed up the wardrobe while he finished installing the coupler. We were hoping to solve two discrepancies with the coupler. A Weather Radar fail and an FMS 'Configuration Module Fail' [message]. After the installation we turned on the FMS and the 'Configuration Module Fail' message returned. We decided not to test the Weather Radar then because the FMS 'fail' returned. With the clock ticking we decided to return to the Shop to do more research into the problem; get a turnover and Mechanic Y could sign-off what he had done. He signed off the install and wrote up the Operational (Ops) Check of the Weather Radar. I told him I would take care of the Operational test of the Weather Radar System. This is where the error in communication and technical publication happens. When I go to do the Operations Test; I only take the Operational Test. This task says nothing about needing to remove the radome. When the Mechanic turned it over to me he left both tasks. I had informed him that I had just recently worked this Operations Check and was well aware of it so he probably took from that that I knew I needed to remove the Radome. In the end the Operational Test check was good; Weather Transceiver (WX) fail message did not return because the Operational Test can be passed with only the Transceiver installed and I signed it off. I have two other mechanics [that] were with me for the entire Operations Check. [Contributors were] the previous Mechanic at another Station not installing the whole part assembly. Us not catching it when we replaced the commercial radio [Avionics] coupler because we didn't remove the radome and the communication breakdown between where Swing shift left and Grave shift picked up. [Recommend] putting the removal of the radome in the Operational Test of the Weather Radar [Unit].,A Line Aircraft Maintenance Technician (AMT) describes the chain of events that led to a repetitive Weather Radar and FMS 'Configuration Module Fail' message on a DHC-8-400 aircraft.,
1127066,ASRS Database Online custom search,turnover,201308,Operator: Personal | Make/Model: S-76/S-76 Mark II,Component: Main Rotor | Problem: Malfunctioning,Function: Lead Technician  | Human Factors: Communication Breakdown ,,Contributing Factors: Company Policy; Human Factors; Equipment / Tooling | Primary Problem: Human Factors,Below is a report sent to Company X Corporate Flight Department in response to two maintenance issues and current Operating Policy. Followed up with my resignation. I would first like to discuss the events that surround the current issue related to Aircraft X; a Sikorsky S-76 helicopter; followed by my observations related to the damper replacement one week earlier on Aircraft Y; and observations related to tool control; hardware control and safety policy. The intent of this report is not meant to be malicious but viewed as an opportunity to improve your safety process. August 2013; I reinstalled the Number-Two Forward Firewall on Aircraft X; the first panel that I installed had several camlocks that required replacement. The camlocks were in a parts bag and there were no retainers for the camlocks; they were not mentioned in the turnover notes nor was there any mention of the disposal of the retainers. I inspected the area for the missing retainers and requested Quality Assurance (Q/A) also inspect the area prior to install of the panel; no hardware was found. The missing retainers were mentioned to Q/A; I don't remember the exact response but it was not one of concern. For the installation of the second panel I started by opening the hardware bag and counting the hardware and then counting the number of mounting points on the part. I found that I had three extra bolts and was missing one spacer and four washers. This was brought to the attention of QA and the response was ' I will ask Inspector X about it when he comes in'. I received a QA approval to install the panel; the panel was installed minus one bolt at the lower outboard corner; there were several attempts made by Inspector Y and myself to start the bolt and we concluded the nutplate was damaged and would need to be replaced at a later date. I entered a discrepancy in the Aircraft Maintenance book and signed the panel install. Not being sure of what to do with the extra hardware I placed it back in a bag and placed it in my desk knowing that I would need this hardware at a later time. When I left that afternoon; Inspectors X and Y were preparing to start the scheduled aircraft inspections. One hour later I received a call asking me for the location of the hardware; I told them exactly where it was. The next day I checked the aircraft; the missing bolt was installed and I could not find a record of the discrepancy that I had entered. I asked Mr. X what they did to fix it and the response was 'we bent the tab'. This was followed up by a morning teleconference with Mr.X and the Director of Operations. The purpose of the call was to lecture me about the hardware that was placed in my desk. The previous week a Main Rotor Damper was replaced on another S76 helicopter; the tools that were used to perform the task were out of a personal tool box and there was no tech data readily available; this is a major violation of tool control. That week in the staff meeting there was mention of knowledge of the uncontrolled tool box and that it needed to be removed. The tool control at Company X requires improvement. The Tool Box should be kepted in a secured area when not in use and a record of who used the tool box and on what aircraft it should be maintained. Tool Box should be inventoried when signed-out and in and should have an inventory of what is in each draw that alerts the individual as to exactly what they are looking for if a tool is missing. All the junk in the bottom draw of the tool box should be removed because it is uncontrolled and could be considered FOD. During the aircraft post flight inspection; the fuel samples are taken; the proper time to take fuel samples is during pre-flight or when the aircraft has remained static for a minimum of one hour. The fuel samples for the Fuel Farm should be done at the beginning of the day prior to any aircraft being fueled. Hardware needs to be controlled; and the Hardware Crib access should be restricted. When new hardware is required the mechanic should provide a part number for the hardware and when new hardware is issued; the old hardware should be properly disposed of so it does not become FOD. The Consumable Cabinets require an inventory sheet and the expiration dates need to be reviewed. There needs to be a list of what material is flammable and stored in the proper cabinet. One afternoon when I came in; the facilities person came into the office and pointed out that there was still flammable materials being stored in the wrong cabinet. The response from the Maintenance crew was 'OK; thanks; we will take care of it' and they went back to what they were doing. They should have made a note or created an action item list. The caulking and the HYSOL [adhesive] in the refrigerator needs to be removed because it is a health issue and does not require refrigeration. When there is a lost tool or missing hardware there needs to be a process in place for grounding the aircraft until the missing item is found or a satisfactory inspection has been completed. If your safety policy is going to work you need to make it clear that when there are missing items reported; there will be no disciplinary action.,A Lead Aircraft Maintenance Technician (AMT) describes his company's maintenance repair facility work environment for their corporate S-76 helicopters. He lists a lack of: proper maintenance record keeping; lack of shift turnovers; tool control; tool calibration requirements; fuel sampling; hardware part numbers and storage of flammable materials.,
1141950,ASRS Database Online custom search,turnover,201401,Operator: Air Carrier | Make/Model: A319,Component: Interphone System | Problem: Malfunctioning,Function: Technician  | Human Factors: Situational Awareness; Confusion; Communication Breakdown; Time Pressure; Workload ,,Contributing Factors: Human Factors; Company Policy; Procedure; Weather | Primary Problem: Human Factors,I started my shift and I was assigned to an A319 aircraft. I proceeded to continue the Trouble Shooting Manual (TSM) Task 77-00-00-810; and the non-routine write-up. The TSM and non-routine write-up discrepancy was completed. No faults found. I informed my Lead Mechanic that the task was completed. Maintenance Control requested that I check the chip detector; and the scavenge screen; no particle found. Later; I was informed that Maintenance Control was requesting to change out the Turbine Rear Frame Bearing Vibration Sensor. After lunch I started installation of the Turbine Rear Frame Vibration Sensor and completing the installation at XA:15 am. I used A320 Aircraft Maintenance Manual (AMM) Task 77-31-30-000 and 77-31-30-400. Completed Task Card 77-31-30-400 up to Step: 9 (Close-UP). Before moving aircraft out the hangar; one of the Mechanic's needed [help] to complete his job; the job was to replace the Call Horn; which was on MEL. At XA:45 am; I started on the paperwork for aircraft. At that time the Manager was requesting for the logbook; the paper was not completed; the [Maintenance] Ready Room was busy; because of shift turnover; weather was at red status and heavy rain; and Manager was requesting that aircraft be taken to gate 'now'. By this time my Lead informs me that he was leaving in fifteen minutes with two minutes to go. All the paperwork was in disarray and missing. With all the confusion and break down in commutation; the final task was not performed as require on task card.Prior to my shift starting; my Lead informed me that the aircraft I worked on that morning; had a problem with Number One Engine Thrust Reverser; did not deploy. [Contributing Factors were] time; stress; confusion; weather; communication. Once I was informed; I contacted our Union Safety Committee. Management needs to communicate with the Lead not the Mechanic; to keep stress level down.,An Aircraft Maintenance Technician (AMT) describes how time; stress; confusion; weather conditions and lack of adequate communications contributed to an A319 aircraft thrust reverser on the Number One Engine not deploying upon landing.,
1147516,ASRS Database Online custom search,turnover,201401,Operator: Air Carrier | Make/Model: Regional Jet 200 ER/LR (CRJ200),Component: Engine Oil Seals | Problem: Malfunctioning,Function: Inspector  | Human Factors: Communication Breakdown; Confusion; Situational Awareness; Distraction ,,Contributing Factors: Human Factors; Aircraft | Primary Problem: Human Factors,A CRJ-200 aircraft was at ZZZ hangar for overnight work. Included was a generator problem that required an IDG change. This work was assigned to a Technician; and I [performed an] RII of the installation. The IDG removal went well and it was decided to take a look at the [Accessory Gearbox (AGB)] IDG BB Axis carbon seal for condition while it was off. The carbon seal was removed and noted to be degraded. Another seal and packing were ordered. Meanwhile; it was discovered; after the IDG unit was removed; that we had in fact removed the wrong IDG. (This was due in part to a handwritten note that was [left] with the Shift Turnover that stated Number 1 IDG when it should have been Number 2 IDG.) I was then notified that the seal was ready to be installed on the Number 1 Engine. I verified the correct torque; seating and positioning of the carbon seal installation; but did not witness the actual build up and seal placement. The left IDG was then re-installed; inspected for installation; and the right side [Number 2 IDG] removed. Both engines were leak checked at idle and visually inspected with no leakage noted. Yesterday; I was told the Aircraft X had an air turn back in ZZZ1 for oil loss on the Left engine. Apparently there was a problem with the carbon seal installation. At this time; I am not aware of additional details. After reviewing the AMM for carbon seal installation; it is apparent that the o-rings must be installed and seated properly for a leak free installation. At the time; I thought I had visually checked the seal installation adequately; but for leakage to occur with a new carbon seal there must have been issues with the o-rings; I should have been much more thorough in the inspection. Graveyard.,An Aircraft Maintenance Inspector was informed that a CRJ-200 aircraft had an air turn back due to loss of engine oil after takeoff. He had previously inspected a carbon seal replacement on the Accessory Gearbox (AGB) prior to re-installation of the Left Engine IDG.,
1158761,ASRS Database Online custom search,turnover,201403,Operator: Air Carrier | Make/Model: A320,Component: Elevator | Problem: Malfunctioning,Function: Lead Technician Inspector | Human Factors: Training / Qualification; Situational Awareness; Communication Breakdown Workload; Communication Breakdown,,Contributing Factors: Aircraft; Chart Or Publication; Human Factors; Incorrect / Not Installed / Unavailable Part; Procedure | Primary Problem: Chart Or Publication,I was made aware of an incident regarding an aircraft I was involved in for removal and installation of an aircraft elevator. During the aircraft visit I was the Technician providing maintenance to our Customer's aircraft. The work involved required dis-assembly and re-assembly of various consumable parts on the elevator. During a high speed descent; a flight crew reported to their airline a flutter or tail vibration. Upon further investigation of the customer airline; it was discovered one or more Elevator Servo-Control bushings were not installed. It is possible I may have inadvertently left the bushing or bushings out upon re-assembly. It is also possible another Technician completed the assembly and I signed behind the Technician that actually performed the work; as is commonplace here. The procedure did not require; at the time; an RII Inspection during the assembly process for this flight control. This may have assisted in identifying any missing parts if an RII inspection was mandated for this primary flight control.The procedure at the time of maintenance was a task card assigned by the customer and was a one line sign-off item. However; the task required printing out approximately several dozen pages of the Aircraft Maintenance Manual (AMM) to remove and install the associated elevator. A breakdown of the work into various steps with interval required RII inspections may have prevented this incident from occurring. Our company carries a Shift Turnover Report; to assist in logging information when it cannot be completed during the same shift. The shift turnover also does not dictate a required RII Inspection. Other contributing factors may have been that at this juncture I was working possibly 12-hour shifts and that I was also involved in working on other assigned tasks. When returning to this task; I may have inadvertently skipped that step. As it is; I should have determined the bushing or bushings were not installed during the assembly process as I am the responsible Technician that signed for the work. /// I was made aware of an incident regarding an aircraft I was involved in for inspection of aircraft elevators. The particular aircraft had its elevators removed and re-installed for dimensional checks. During the Maintenance Visit (M/V) the Customer provides Task Cards to accomplish. After elevator installation the inspection was not identified as a Required Inspection Item (RII) on the associated Task Card. The instruction for installation of the elevators was to utilize the Aircraft Maintenance Manual (AMM) and sign-off was accomplished with a single line on the Task Card. During this time the Job Card did not require an RII Inspection of the Elevator Assembly. Upon completion of the technicians work I inspected the Final Task. The inspection and installation was recorded using the Aircraft Maintenance Manual (AMM) and documented on a Shift Turnover Report; a company provided form; where work 'in progress' can be documented. Upon completion of the Maintenance Check the aircraft was returned to service. After approximately several months in service; a flight crew reported a tail vibration during high speed descent. Further troubleshooting for the vibration revealed the finding that a bushing or bushings for the Elevator Servo-Control may not have been installed during the Maintenance Visit. The airline Customer informed my company of the discrepancy. My recommendation for installation documentation of this Primary Flight Control would be to break the AMM down into several job steps in lieu of one large job step of approximately 60 pages. While recently accomplished by the airline; the Job Card should then have already mandated an RII requirement during assembly of a primary flight control. Had this been implemented; at a minimum it is highly unlikely the Technician would not have inadvertently left out the affected part; it would have also allowed this Inspector to identify any missing parts or components.,A Contract Repair Station Technician and an Inspector were informed that the flight crew of a customer airline's A320 aircraft had reported a flutter/tail vibration during a high-speed descent. Bushings for the Elevator Power Control Unit (PCU) rod ends were missing at the PCU attachments to the Elevator.,
